features,model,mean_f1,std_f1
backbone_convnextv2,"MLP (512, 1024) lr=0.0001 do=0.5 act=GELU",0.9818832690067629,0.018116730993237018
backbone_convnextv2,"MLP (1024, 2048) lr=0.0001 do=0.0 act=ReLU",0.9818832690067629,0.018116730993237018
concat_raw,LogReg C=0.1,0.9818832690067629,0.018116730993237018
backbone_convnextv2,"MLP (2048, 2048) lr=0.0001 do=0.5 act=GELU",0.9818832690067629,0.018116730993237018
concat_raw,"MLP (512, 512) lr=0.0001 do=0.0 act=ReLU",0.9818832690067629,0.018116730993237018
concat_raw,"MLP (512, 2048) lr=0.0001 do=0.0 act=ReLU",0.9818832690067629,0.018116730993237018
meta_convnext+bio+color,"MLP (512, 512) lr=0.01 do=0.0 act=GELU",0.9818832690067629,0.018116730993237018
meta_convnext+bio+color,"MLP (512, 128) lr=0.01 do=0.0 act=GELU",0.9818832690067629,0.018116730993237018
meta_convnext+bio+color,"MLP (128, 512) lr=0.01 do=0.5 act=GELU",0.9818832690067629,0.018116730993237018
meta_convnext+bio+color,"MLP (256, 128) lr=0.01 do=0.0 act=ReLU",0.9818832690067629,0.018116730993237018
meta_convnext+bio+color,"MLP (512, 128) lr=0.01 do=0.5 act=ReLU",0.9818832690067629,0.018116730993237018
meta_convnext+bio+color,"MLP (256, 256) lr=0.01 do=0.0 act=ReLU",0.9818832690067629,0.018116730993237018
meta_convnext+bio+color,"MLP (128, 512) lr=0.01 do=0.0 act=ReLU",0.9818832690067629,0.018116730993237018
meta_convnext+bio+color,"MLP (512, 128) lr=0.01 do=0.0 act=ReLU",0.9818832690067629,0.018116730993237018
meta_convnext+bio+color,"MLP (128, 512) lr=0.01 do=0.5 act=ReLU",0.9818832690067629,0.018116730993237018
meta_convnext+bio+color,"MLP (512, 128) lr=0.01 do=0.5 act=GELU",0.9818832690067629,0.018116730993237018
concat_pca166,"MLP (256,) lr=0.01 do=0.0 act=GELU",0.9818832690067629,0.018116730993237018
meta_convnext+bio+color,"MLP (512, 256) lr=0.01 do=0.0 act=GELU",0.9818832690067629,0.018116730993237018
meta_convnext+bio+color,"MLP (256, 512) lr=0.01 do=0.0 act=GELU",0.9818832690067629,0.018116730993237018
concat_pca166,"MLP (128, 128) lr=0.01 do=0.0 act=GELU",0.9818821616920714,0.006125568135244841
concat_pca166,"MLP (512, 256) lr=0.0001 do=0.5 act=ReLU",0.9818722366095943,0.012139739438309816
concat_pca166,"MLP (512, 256) lr=0.0001 do=0.0 act=ReLU",0.9818722366095943,0.012139739438309816
concat_pca166,"MLP (512, 256) lr=0.0001 do=0.5 act=GELU",0.9818722366095943,0.012139739438309816
